timestamp,voltage,current,active_power,energy_consumption,power_factor,temperature,humidity,light_intensity,building_type,occupancy_level,operational_schedule,electricity_tariff,appliance_category,demand_kWh
1781852141,212.06,19.37,3465.38,1549.02,0.96,25.9,59.8,980,Commercial,9,Daytime,Off-Peak,Machinery,387.0
1781857301,236.99,11.81,2766.43,1239.36,0.85,24.4,58.3,721,Residential,57,24/7,Standard,HVAC,1087.45
1781862461,211.64,8.49,1363.31,612.13,0.84,33.3,66.1,482,Commercial,54,24/7,Standard,Machinery,423.5
1781867621,212.39,14.2,2984.77,1343.15,0.94,28.3,55.8,250,Industrial,75,Daytime,Standard,Lighting,1015.8
1781872781,237.91,12.25,2235.35,1008.14,0.87,30.4,59.7,107,Residential,23,24/7,Peak,Lighting,649.8000000000001
1781877941,210.29,17.26,3583.13,1619.57,0.81,30.8,74.6,408,Commercial,43,Daytime,Standard,Computers,1149.75
1781883101,234.96,5.17,873.58,395.73,0.87,34.2,81.7,630,Commercial,76,Daytime,Standard,Computers,1281.0
1781888261,215.8,19.22,3942.38,1789.84,0.98,26.1,70.9,303,Industrial,38,24/7,Peak,HVAC,924.5999999999999
1781893421,215.27,19.92,3389.97,1542.44,0.81,26.9,85.2,11,Industrial,91,Daytime,Standard,HVAC,872.0
1781898581,234.21,18.88,3471.06,1582.8,0.97,26.9,89.7,35,Industrial,49,Nighttime,Off-Peak,Computers,843.5
1781903741,220.98,13.92,2196.28,1003.7,0.87,25.2,82.1,77,Residential,40,24/7,Peak,HVAC,1008.8000000000001
1781908901,223.08,3.04,666.58,305.29,0.83,25.1,77.7,195,Residential,30,Nighttime,Off-Peak,Lighting,997.75
1781914061,220.91,19.63,3366.9,1545.41,0.96,28.3,57.2,37,Commercial,26,24/7,Peak,Lighting,249.0
1781919221,227.47,5.51,1072.47,493.34,0.88,25.9,59.6,57,Industrial,81,Nighttime,Standard,Lighting,908.82
1781924381,228.66,3.66,748.74,345.17,0.82,29.7,74.2,23,Commercial,60,Daytime,Off-Peak,Lighting,258.9
1781929541,222.23,11.63,2501.03,1155.48,0.88,24.3,69.8,108,Residential,53,24/7,Standard,Lighting,662.34
1781934701,220.21,16.57,3131.56,1449.91,0.83,23.6,56.2,387,Industrial,32,24/7,Off-Peak,HVAC,688.5
1781939861,230.27,8.58,1427.54,662.38,0.9,30.3,54.0,128,Residential,88,24/7,Peak,Machinery,1343.94
1781945021,230.55,18.59,3007.4,1398.44,0.92,25.1,88.2,823,Commercial,14,Nighttime,Peak,Lighting,225.0
1781950181,231.32,15.62,2771.72,1291.62,0.89,30.2,87.0,690,Commercial,99,24/7,Off-Peak,Computers,266.84999999999997
1781955341,215.69,9.86,1597.86,746.2,0.83,27.9,57.5,320,Residential,96,24/7,Off-Peak,Computers,947.1600000000001
1781960501,235.4,4.12,945.83,442.65,0.82,34.2,69.3,198,Industrial,37,Nighttime,Peak,Computers,909.9000000000001
1781965661,217.14,8.78,1640.46,769.38,0.97,31.6,86.7,585,Residential,58,Daytime,Standard,Lighting,868.32
1781970821,227.1,19.95,4108.08,1930.8,0.87,29.8,80.0,168,Industrial,93,Daytime,Peak,Machinery,1002.7800000000001
1781975981,224.05,4.13,687.27,323.7,0.97,27.8,67.7,436,Industrial,48,Daytime,Standard,Lighting,762.3000000000001
1781981141,232.56,14.08,2951.46,1393.09,0.92,26.4,73.2,112,Residential,16,Daytime,Standard,Lighting,1184.82
1781986301,221.66,15.78,2590.54,1225.33,0.82,27.2,83.0,70,Industrial,28,24/7,Standard,Lighting,700.2
1781991461,215.68,7.59,1457.42,690.82,0.88,27.6,52.5,61,Industrial,11,Daytime,Standard,HVAC,668.25
1781996621,218.48,16.7,2751.42,1306.92,0.87,30.0,89.7,109,Commercial,79,24/7,Peak,Computers,264.59999999999997
1782001781,215.31,2.26,414.6,197.35,0.89,31.7,83.1,164,Commercial,59,Nighttime,Standard,Machinery,253.64999999999998
1782006941,223.1,18.67,3420.45,1631.55,0.84,31.4,60.1,146,Commercial,27,Daytime,Peak,Lighting,242.1
1782012101,226.21,12.56,2160.87,1032.9,0.83,24.6,86.2,2,Residential,65,24/7,Peak,Lighting,717.78
1782017261,228.65,2.51,409.01,195.92,0.9,23.9,59.8,133,Industrial,100,24/7,Peak,HVAC,1051.92
1782022421,221.5,9.4,1689.95,811.18,0.91,27.6,55.3,149,Industrial,34,24/7,Standard,Machinery,724.0500000000001
1782027581,226.3,13.24,2773.76,1334.18,0.86,33.3,51.5,245,Residential,71,Nighttime,Off-Peak,HVAC,1324.44
1782032741,237.21,18.89,4020.85,1938.05,0.86,32.1,57.5,427,Residential,69,Nighttime,Peak,Lighting,1382.94
1782037901,214.23,9.99,1594.7,770.24,0.91,28.2,72.0,207,Commercial,89,24/7,Peak,Machinery,282.0
1782043061,223.69,10.18,2123.38,1027.72,0.99,25.0,88.8,912,Industrial,26,Nighttime,Standard,Machinery,823.5
1782048221,228.08,10.85,2160.72,1047.95,0.84,27.1,78.2,745,Commercial,40,Daytime,Peak,Machinery,721.8
1782053381,222.56,9.68,1616.05,785.4,0.82,31.3,63.3,838,Residential,40,Daytime,Peak,Computers,907.74
1782058541,238.79,18.86,4266.51,2077.79,0.85,33.1,58.6,313,Commercial,92,Nighttime,Peak,Computers,874.8
1782063701,221.2,12.38,2474.25,1207.43,0.8,33.6,71.8,570,Industrial,1,Daytime,Off-Peak,Machinery,697.0500000000001
1782068861,221.32,9.15,1573.09,769.24,0.88,32.2,81.1,26,Commercial,73,24/7,Peak,HVAC,279.3
1782074021,223.01,8.8,1883.3,922.82,0.92,29.6,59.2,185,Commercial,18,24/7,Peak,Computers,247.04999999999998
1782079181,218.8,4.92,1037.31,509.32,0.89,31.7,71.1,191,Industrial,66,Daytime,Off-Peak,HVAC,796.5
1782084341,232.75,14.68,3084.45,1517.55,0.93,30.1,86.0,85,Residential,22,24/7,Off-Peak,HVAC,578.55
1782089501,217.73,6.44,1262.88,622.6,0.87,33.0,85.6,158,Residential,61,Nighttime,Off-Peak,Machinery,594.3
1782094661,214.4,8.42,1367.45,675.52,0.81,30.8,78.3,33,Residential,69,Daytime,Peak,HVAC,606.55
1782099821,219.39,12.07,1988.23,984.17,0.87,25.9,52.7,53,Industrial,86,24/7,Off-Peak,Computers,1117.2
1782104981,228.32,2.8,549.63,272.62,0.99,33.0,72.2,509,Residential,34,Daytime,Off-Peak,Computers,1025.05
1782110141,232.56,18.5,3536.05,1757.42,0.99,30.2,89.0,904,Industrial,22,24/7,Off-Peak,Machinery,835.0
1782115301,233.98,15.87,3334.17,1660.42,0.81,28.1,85.3,510,Industrial,73,24/7,Peak,HVAC,914.5
1782120461,226.62,12.59,2427.54,1211.34,0.97,29.1,74.2,242,Commercial,30,Daytime,Peak,Computers,428.5
1782125621,210.53,9.6,1519.38,759.69,0.9,28.9,64.5,905,Commercial,64,24/7,Off-Peak,HVAC,427.75
1782130781,235.84,10.25,1777.18,890.37,0.9,34.4,85.2,332,Residential,81,Daytime,Off-Peak,HVAC,799.2
1782135941,238.71,9.91,1996.29,1002.14,0.87,24.8,63.6,743,Industrial,19,Nighttime,Peak,HVAC,979.8
1782141101,211.53,10.33,1798.34,904.57,0.85,25.9,72.4,350,Commercial,99,24/7,Peak,HVAC,1482.0
1782146261,230.07,7.0,1228.33,619.08,0.97,32.7,71.9,138,Commercial,47,Nighttime,Peak,Machinery,1338.75
1782151421,234.74,4.02,843.27,425.85,0.96,26.5,73.0,147,Industrial,100,24/7,Off-Peak,Machinery,965.0
1782156581,224.31,11.43,1876.48,949.5,0.9,24.7,82.0,74,Commercial,82,24/7,Off-Peak,Lighting,456.75
1782161741,221.6,3.39,620.96,314.83,0.95,25.8,69.0,74,Residential,98,Nighttime,Standard,HVAC,1183.0
1782166901,214.93,6.9,1287.01,653.8,0.91,30.9,59.3,163,Residential,9,24/7,Peak,HVAC,966.5500000000001
1782172061,227.75,10.77,1863.42,948.48,0.96,26.9,58.4,55,Industrial,67,Nighttime,Off-Peak,HVAC,1062.0
1782177221,228.5,16.55,3638.99,1855.88,0.98,32.1,83.1,3,Commercial,63,Daytime,Peak,Lighting,450.25
1782182381,228.61,9.78,1665.21,850.92,0.86,34.0,69.2,105,Industrial,2,24/7,Standard,Machinery,920.4
1782187541,219.68,2.17,429.56,219.93,0.9,23.6,52.6,122,Industrial,53,24/7,Peak,Lighting,1071.0
1782192701,219.72,19.42,3614.37,1854.17,0.86,24.9,52.1,322,Residential,42,Nighttime,Standard,Machinery,1111.5
1782197861,230.89,19.65,4341.36,2231.46,0.85,24.2,87.4,111,Residential,28,Daytime,Standard,HVAC,1065.3500000000001
1782203021,225.62,13.62,2441.75,1257.5,0.84,31.2,83.8,769,Residential,32,24/7,Peak,Machinery,1073.8
1782208181,217.7,13.69,2108.03,1087.74,0.96,34.1,64.9,551,Residential,42,Nighttime,Standard,HVAC,1147.25
1782213341,219.25,5.66,941.26,486.63,0.85,34.0,87.2,217,Residential,17,Daytime,Standard,Lighting,716.4
1782218501,231.81,10.73,2130.04,1103.36,0.81,32.3,74.5,912,Residential,38,Daytime,Off-Peak,Machinery,763.65
1782223661,238.68,2.56,558.16,289.69,0.85,29.1,82.3,943,Residential,47,Nighttime,Off-Peak,Machinery,736.2
1782228821,237.28,2.82,471.75,245.31,0.94,33.4,88.0,407,Industrial,5,Nighttime,Peak,Lighting,967.8
1782233981,229.83,14.21,2466.27,1284.93,0.92,35.3,58.2,745,Residential,9,Nighttime,Peak,Computers,682.2
1782239141,225.24,8.07,1416.63,739.48,0.86,27.2,56.0,55,Commercial,50,Nighttime,Standard,Machinery,423.75
1782244301,228.93,17.19,3249.92,1699.71,0.99,31.5,78.3,28,Residential,2,24/7,Standard,HVAC,1010.1
1782249461,237.63,19.88,3471.34,1818.98,0.88,29.7,89.3,42,Residential,99,24/7,Standard,Computers,1212.25
1782254621,230.28,11.86,2653.95,1393.32,0.94,25.5,79.0,58,Residential,100,24/7,Standard,HVAC,1235.0
1782259781,238.23,7.28,1450.32,762.87,0.98,28.0,61.4,186,Industrial,53,Nighttime,Off-Peak,Machinery,988.1999999999999
1782264941,225.7,19.15,4241.86,2235.46,0.99,26.6,67.9,59,Industrial,92,24/7,Peak,HVAC,1078.8
1782270101,219.6,9.47,1730.13,913.51,0.94,33.1,67.2,65,Industrial,41,24/7,Standard,Lighting,1011.0
1782275261,210.83,14.47,2973.52,1572.99,0.81,33.0,72.9,196,Residential,71,Daytime,Off-Peak,Computers,641.9
1782280421,236.36,18.44,3146.74,1667.77,0.91,29.9,82.8,350,Industrial,45,24/7,Off-Peak,HVAC,841.5
1782285581,212.22,8.75,1427.1,757.79,0.88,27.4,84.2,814,Industrial,92,Nighttime,Off-Peak,Lighting,997.0
1782290741,223.72,18.48,3161.72,1682.04,0.86,29.3,63.2,647,Commercial,77,24/7,Off-Peak,Computers,435.75
1782295901,219.07,3.23,675.66,360.13,0.86,25.3,59.1,719,Residential,40,Daytime,Peak,Computers,1162.2
1782301061,226.84,2.64,517.66,276.43,0.91,28.4,88.4,347,Residential,5,Nighttime,Peak,Computers,713.25
1782306221,211.86,5.73,981.31,525.0,0.91,28.1,76.3,817,Residential,62,Daytime,Peak,Computers,771.3000000000001
1782311381,213.62,19.18,3745.97,2007.84,0.98,35.4,85.0,690,Residential,96,Nighttime,Peak,Lighting,874.35
1782316541,225.57,11.25,1872.8,1005.69,0.87,28.0,58.0,627,Residential,9,Daytime,Standard,HVAC,702.9
1782321701,238.09,10.25,1846.44,993.38,0.98,27.0,53.1,561,Industrial,12,Nighttime,Off-Peak,Machinery,779.5
1782326861,212.91,4.35,842.79,454.26,0.88,32.7,64.5,192,Commercial,61,Nighttime,Off-Peak,Machinery,451.5
1782332021,235.13,3.5,696.11,375.9,0.86,32.0,60.1,184,Commercial,44,24/7,Off-Peak,Machinery,446.75
1782337181,213.91,7.77,1196.15,647.12,0.81,29.9,64.3,78,Residential,13,Nighttime,Standard,Lighting,1073.8
1782342341,233.68,9.59,1603.54,869.12,0.81,27.2,64.8,63,Industrial,58,24/7,Peak,Computers,1027.8
1782347501,230.18,4.03,849.5,461.28,0.86,30.8,69.2,20,Commercial,36,Daytime,Peak,Computers,443.5
1782352661,220.72,15.49,2452.55,1334.19,0.92,27.3,77.1,55,Residential,60,24/7,Peak,HVAC,640.8499999999999
1782357821,236.14,2.92,565.13,308.0,0.82,24.2,64.8,130,Industrial,63,Daytime,Peak,HVAC,1026.0
1782362981,213.28,9.55,1974.76,1078.22,0.85,34.4,68.7,42,Residential,37,24/7,Off-Peak,Lighting,588.3499999999999
1782368141,236.27,10.9,2194.43,1200.35,0.99,33.6,70.9,836,Residential,30,24/7,Standard,Computers,1105.0
1782373301,210.67,16.12,2390.83,1310.17,0.83,25.9,65.4,371,Industrial,71,24/7,Standard,Machinery,937.5
1782378461,234.91,15.98,2733.62,1500.76,0.9,34.0,74.9,630,Industrial,50,Nighttime,Peak,Computers,872.0
1782383621,234.3,13.7,2977.2,1637.46,0.96,32.8,60.8,511,Industrial,28,24/7,Standard,HVAC,825.5
1782388781,230.33,12.89,2862.55,1577.27,0.82,26.6,66.2,142,Residential,34,Daytime,Standard,Computers,765.9
1782393941,220.22,15.01,2630.37,1451.96,0.8,34.1,89.1,185,Residential,44,Nighttime,Peak,Lighting,761.85
1782399101,221.1,18.72,3753.49,2075.68,0.93,34.9,73.9,761,Industrial,1,Nighttime,Off-Peak,Machinery,902.4
1782404261,230.88,15.42,2616.69,1449.65,0.93,31.1,79.8,932,Commercial,29,Nighttime,Standard,Computers,1218.75
1782409421,222.45,2.46,405.42,225.01,0.93,32.8,51.4,511,Residential,70,Nighttime,Off-Peak,Computers,1203.8
1782414581,229.75,11.96,2212.41,1230.1,0.82,26.1,78.8,2,Industrial,11,Nighttime,Off-Peak,Computers,792.5
1782419741,212.76,3.98,637.66,355.18,0.9,25.4,73.3,180,Commercial,23,24/7,Off-Peak,Computers,408.5
1782424901,227.47,3.94,775.14,432.53,0.81,33.0,66.1,18,Industrial,4,24/7,Peak,Lighting,832.5
1782430061,229.08,11.96,2413.28,1349.02,0.98,31.7,89.7,143,Commercial,38,Nighttime,Off-Peak,Computers,403.0
1782435221,229.26,10.96,2055.65,1151.16,0.92,29.8,68.7,120,Commercial,7,24/7,Standard,Machinery,379.75
1782440381,234.98,4.28,848.4,475.95,0.93,33.2,59.4,146,Industrial,79,Daytime,Peak,Lighting,1155.6
1782445541,222.53,10.09,2098.06,1179.11,0.89,33.2,67.0,153,Commercial,95,Nighttime,Peak,Machinery,496.75
1782450701,239.12,18.6,3933.51,2214.57,0.92,27.1,51.5,811,Commercial,47,Daytime,Peak,HVAC,432.0
1782455861,216.18,3.06,545.09,307.43,0.89,28.8,73.2,467,Industrial,76,24/7,Standard,Machinery,909.5
1782461021,227.06,2.22,367.44,207.6,0.84,24.7,72.9,150,Residential,67,Nighttime,Off-Peak,Computers,1140.1000000000001
1782466181,223.89,6.73,1148.77,650.2,0.98,28.8,74.1,653,Industrial,76,Nighttime,Off-Peak,Computers,899.5
1782471341,212.76,18.76,3203.59,1816.44,0.9,25.8,65.8,982,Commercial,26,Daytime,Off-Peak,Machinery,410.0
1782476501,226.77,2.99,579.12,328.94,0.95,28.8,86.5,779,Commercial,6,Daytime,Off-Peak,Lighting,1149.75
1782481661,219.5,6.49,1196.94,681.06,0.83,27.0,83.3,870,Commercial,47,Daytime,Off-Peak,HVAC,1293.0
1782486821,234.21,7.17,1389.91,792.25,0.83,25.3,68.2,186,Industrial,80,24/7,Peak,HVAC,1079.3999999999999
1782491981,228.7,15.51,3385.49,1933.11,0.9,32.3,81.5,658,Commercial,56,24/7,Standard,Machinery,1398.0
1782497141,236.61,14.85,3413.52,1952.53,0.95,31.3,76.4,59,Commercial,79,24/7,Peak,Computers,468.25
1782502301,211.14,9.89,1739.81,996.91,0.98,25.8,83.4,181,Industrial,47,Nighttime,Peak,HVAC,863.0
1782507461,233.9,9.14,2066.08,1185.93,0.9,27.1,58.4,94,Industrial,2,Nighttime,Off-Peak,Machinery,742.5
1782512621,216.53,15.55,2807.7,1614.43,0.89,29.7,75.3,98,Residential,56,Daytime,Off-Peak,Machinery,1233.7
1782517781,239.63,8.32,1585.97,913.52,0.89,34.0,88.9,122,Commercial,29,Daytime,Standard,Machinery,240.14999999999998
1782522941,214.91,3.3,561.78,324.15,0.92,32.6,50.9,120,Industrial,19,Nighttime,Standard,Lighting,838.08
1782528101,219.57,7.9,1407.26,813.4,0.83,30.1,60.6,97,Industrial,8,24/7,Off-Peak,Computers,835.3800000000001
1782533261,212.53,18.52,3533.31,2045.79,0.84,29.7,57.6,190,Industrial,53,Nighttime,Off-Peak,Computers,914.7600000000001
1782538421,234.21,5.81,980.83,568.88,0.9,30.9,85.7,496,Industrial,19,Daytime,Off-Peak,HVAC,749.25
1782543581,221.24,12.2,2646.15,1537.41,0.92,30.0,62.5,311,Residential,16,Nighttime,Peak,Computers,1215.24
1782548741,224.16,10.87,1998.56,1163.16,0.92,29.7,89.3,138,Residential,14,Nighttime,Peak,Lighting,1258.14
1782553901,227.8,11.02,2069.03,1206.24,0.91,24.7,89.2,374,Residential,49,24/7,Off-Peak,HVAC,1316.64
1782559061,219.23,17.43,3634.67,2122.65,0.96,33.3,70.4,267,Commercial,17,Nighttime,Standard,Computers,747.4499999999999
1782564221,223.44,11.32,1812.94,1060.57,0.92,31.8,85.5,236,Commercial,88,Daytime,Off-Peak,Computers,911.6999999999999
1782569381,217.18,14.35,2719.18,1593.44,0.82,30.4,62.7,302,Commercial,30,24/7,Peak,Computers,802.3499999999999
1782574541,227.98,11.91,2654.19,1558.01,0.82,26.7,57.6,738,Industrial,71,24/7,Peak,Computers,1014.1200000000001
1782579701,227.9,2.05,380.7,223.85,0.91,26.0,55.6,582,Industrial,15,24/7,Peak,HVAC,707.85
1782584861,231.93,16.29,2997.64,1765.61,0.94,29.1,80.0,100,Commercial,68,Daytime,Off-Peak,Computers,264.59999999999997
1782590021,218.45,2.36,429.34,253.31,0.95,34.7,89.6,169,Industrial,27,24/7,Peak,Lighting,782.5500000000001
1782595181,230.3,18.83,3345.43,1977.15,0.98,34.0,65.0,178,Residential,23,24/7,Off-Peak,HVAC,1311.96
1782600341,224.19,2.72,599.39,354.84,0.97,35.2,69.2,146,Industrial,34,Nighttime,Peak,Computers,751.95
1782605501,218.05,10.91,1882.39,1116.26,0.86,26.6,61.1,189,Commercial,8,Nighttime,Standard,HVAC,247.5
1782610661,225.22,2.82,546.54,324.64,0.88,27.2,72.8,57,Commercial,23,24/7,Peak,HVAC,264.15
1782615821,232.94,8.97,1727.24,1027.71,0.91,33.1,64.1,187,Residential,53,24/7,Standard,Computers,757.68
1782620981,215.07,10.79,2035.59,1213.21,0.92,26.7,59.4,185,Residential,33,Nighttime,Peak,HVAC,733.74
1782626141,222.64,6.91,1306.89,780.21,0.94,24.3,80.1,179,Commercial,63,24/7,Off-Peak,HVAC,287.4
1782631301,213.63,5.78,885.58,529.58,0.84,32.3,75.2,181,Residential,66,24/7,Off-Peak,Machinery,1479.66
1782636461,233.76,9.64,2197.9,1316.54,0.85,28.1,62.1,248,Residential,29,Daytime,Standard,HVAC,1402.44
1782641621,233.38,9.46,1777.75,1066.65,0.98,31.6,51.7,881,Industrial,19,Daytime,Peak,Computers,711.45
1782646781,220.99,4.41,850.16,510.95,0.96,29.6,85.0,247,Commercial,71,Daytime,Peak,Computers,891.8999999999999
1782651941,235.13,13.81,2614.81,1574.12,0.87,35.0,59.5,155,Industrial,62,Nighttime,Off-Peak,Computers,973.6200000000001
1782657101,231.41,8.86,1958.15,1180.76,0.93,26.9,70.6,702,Industrial,67,24/7,Standard,HVAC,960.1200000000001
1782662261,210.43,19.55,3365.46,2032.74,0.83,34.3,56.7,443,Residential,98,Daytime,Off-Peak,Computers,1053.54
1782667421,236.57,17.79,3293.5,1992.57,0.87,30.3,75.2,151,Residential,85,24/7,Standard,Computers,1453.92
1782672581,239.19,18.32,4250.65,2575.89,0.99,28.6,66.7,104,Industrial,97,Daytime,Standard,Machinery,853.65
1782677741,234.97,10.21,1962.07,1190.98,0.84,35.2,69.9,126,Industrial,56,24/7,Peak,Machinery,819.9
1782682901,210.07,13.5,2494.21,1516.48,0.92,34.5,65.8,72,Residential,39,Daytime,Peak,Machinery,1431.3
1782688061,211.19,6.55,1337.9,814.78,0.89,28.0,89.2,36,Residential,99,24/7,Off-Peak,HVAC,726.5999999999999
1782693221,239.95,13.39,2966.13,1809.34,0.95,32.7,89.8,38,Industrial,37,Nighttime,Standard,Machinery,1001.4
1782698381,218.41,3.14,649.21,396.67,0.9,34.2,71.8,83,Commercial,21,24/7,Standard,HVAC,427.0
1782703541,223.97,11.25,1899.99,1162.79,0.87,29.7,80.1,22,Commercial,87,24/7,Off-Peak,Computers,512.25
1782708701,238.17,4.64,775.35,475.29,0.84,31.9,74.5,178,Industrial,8,24/7,Peak,HVAC,980.4
1782713861,217.94,11.22,2090.17,1283.36,0.89,34.5,54.5,400,Commercial,5,24/7,Peak,HVAC,409.75
1782719021,235.59,14.27,2427.31,1492.8,0.9,29.3,53.7,238,Industrial,45,24/7,Off-Peak,HVAC,925.0
1782724181,227.21,6.94,1370.79,844.41,0.87,29.8,80.6,387,Commercial,96,Daytime,Off-Peak,Computers,499.25
1782729341,215.88,10.06,1745.98,1077.27,0.97,30.3,62.4,335,Residential,29,24/7,Standard,HVAC,1129.7
1782734501,238.23,9.62,2003.67,1238.27,0.93,34.6,76.8,293,Commercial,54,Daytime,Peak,HVAC,1404.75
1782739661,224.01,7.54,1416.1,876.57,0.81,30.2,84.5,251,Residential,91,Daytime,Standard,Machinery,933.3000000000001
1782744821,227.69,6.19,1394.45,864.56,0.85,28.7,51.7,444,Residential,32,Nighttime,Off-Peak,Lighting,765.45
1782749981,229.47,19.81,4340.56,2695.49,0.91,31.8,57.7,594,Commercial,54,Nighttime,Standard,Lighting,1339.5
1782755141,229.82,11.13,2448.96,1523.25,0.81,33.1,74.3,730,Industrial,5,Nighttime,Peak,Computers,838.5
1782760301,211.49,9.6,1716.78,1069.55,0.96,25.2,58.1,146,Residential,64,Daytime,Peak,HVAC,1279.2
1782765461,215.72,10.86,2148.87,1340.89,0.93,30.7,50.3,72,Residential,5,24/7,Standard,Machinery,1041.95
1782770621,237.25,17.79,3319.18,2074.49,0.93,26.6,66.1,139,Industrial,65,24/7,Peak,Machinery,922.0
1782775781,210.21,7.1,1427.15,893.4,0.81,32.6,66.6,37,Residential,43,Daytime,Standard,Computers,615.65
1782780941,216.72,3.26,545.71,342.16,0.89,32.4,66.2,136,Commercial,51,Daytime,Off-Peak,Machinery,482.0
1782786101,237.88,6.56,1492.77,937.46,0.97,28.5,74.7,17,Industrial,30,Daytime,Peak,Lighting,1105.8
1782791261,237.73,5.56,933.1,586.92,0.98,23.8,79.7,184,Industrial,96,Nighttime,Off-Peak,Computers,1185.6
1782796421,217.46,13.0,2494.59,1571.59,0.99,30.1,53.6,286,Residential,60,Nighttime,Off-Peak,HVAC,1149.8500000000001
1782801581,215.82,9.01,1724.37,1088.08,0.82,33.6,73.9,368,Commercial,82,24/7,Off-Peak,Lighting,479.0
1782806741,221.54,2.45,406.09,256.65,0.93,27.8,87.3,255,Industrial,6,24/7,Off-Peak,Computers,864.5
1782811901,220.88,17.88,2996.85,1897.01,0.94,29.5,59.0,919,Commercial,26,Daytime,Off-Peak,Lighting,438.0
1782817061,213.0,19.68,3522.98,2233.57,0.94,31.3,79.5,591,Commercial,5,24/7,Off-Peak,Machinery,392.25
1782822221,220.28,4.32,753.3,478.35,0.92,25.3,58.9,238,Industrial,86,Nighttime,Off-Peak,Computers,1166.3999999999999
1782827381,215.61,7.29,1300.7,827.25,0.9,34.0,69.7,348,Industrial,98,Nighttime,Peak,Lighting,1203.0
1782832541,238.97,11.69,2620.62,1669.33,0.88,35.1,72.3,208,Residential,75,24/7,Peak,Lighting,880.2
1782837701,216.78,17.42,2844.03,1814.49,0.94,27.5,50.1,726,Commercial,93,24/7,Standard,Computers,1580.25
1782842861,218.74,18.98,3086.86,1972.5,0.83,24.7,89.3,190,Commercial,53,Daytime,Standard,HVAC,477.5
1782848021,229.02,5.93,1332.65,852.9,0.87,29.8,51.4,16,Commercial,26,24/7,Standard,Lighting,450.25
1782853181,234.3,7.74,1436.84,921.01,0.88,26.8,77.9,0,Commercial,21,24/7,Standard,Computers,446.5
1782858341,238.37,11.48,2272.25,1458.78,0.81,28.1,85.9,127,Commercial,74,24/7,Off-Peak,Computers,475.75
1782863501,238.82,17.32,3264.28,2098.93,0.91,30.5,53.7,33,Commercial,34,24/7,Peak,Lighting,468.0
1782868661,228.58,4.44,994.69,640.58,0.81,27.5,84.7,160,Residential,19,24/7,Peak,Computers,605.15
1782873821,235.41,15.76,3281.45,2116.54,0.95,26.5,59.6,71,Industrial,21,24/7,Off-Peak,Machinery,1096.8
1782878981,230.52,13.88,2365.0,1527.79,0.86,30.6,51.9,193,Industrial,53,Nighttime,Peak,HVAC,1164.6
1782884141,221.1,17.05,3540.31,2290.58,0.9,30.3,84.6,105,Industrial,46,24/7,Off-Peak,HVAC,917.0
1782889301,239.25,9.3,1719.59,1114.29,0.82,30.0,60.1,410,Residential,77,24/7,Peak,Lighting,1239.55
1782894461,219.44,14.49,2556.47,1659.15,0.97,24.9,80.7,479,Industrial,90,24/7,Peak,Computers,1038.0
1782899621,228.04,8.29,1661.81,1080.18,0.81,32.2,53.9,124,Residential,67,Nighttime,Standard,HVAC,1208.3500000000001
1782904781,235.81,15.78,3393.15,2208.94,0.93,27.4,75.7,279,Commercial,39,24/7,Standard,Lighting,1414.5
1782909941,224.67,17.4,3446.06,2246.83,0.93,34.7,66.7,291,Commercial,55,24/7,Standard,HVAC,1385.25
1782915101,235.36,11.71,2606.4,1701.98,0.83,27.8,62.6,532,Commercial,88,24/7,Off-Peak,Lighting,1563.0
1782920261,227.87,10.73,2137.59,1397.98,0.93,34.5,50.3,693,Commercial,92,Daytime,Off-Peak,HVAC,1512.75
1782925421,221.02,7.7,1249.3,818.29,0.86,34.3,65.7,726,Commercial,42,24/7,Standard,Machinery,452.5
1782930581,231.54,9.32,1709.61,1121.5,0.92,27.8,75.6,52,Industrial,26,Daytime,Peak,Machinery,880.5
1782935741,215.94,8.64,1330.59,874.2,0.97,33.8,64.2,20,Industrial,33,Nighttime,Peak,HVAC,870.0
1782940901,215.1,18.27,3849.79,2533.16,0.84,26.3,56.5,197,Residential,94,Nighttime,Off-Peak,Machinery,1376.05
1782946061,223.19,17.04,3659.16,2411.39,0.8,28.1,59.2,135,Commercial,18,24/7,Peak,Lighting,455.5
1782951221,236.19,15.11,3216.12,2122.64,0.96,26.1,75.6,37,Commercial,26,Nighttime,Peak,Computers,452.25
1782956381,226.5,6.0,1303.44,861.57,0.85,34.1,76.3,164,Industrial,51,Nighttime,Off-Peak,HVAC,1083.6
1782961541,229.94,13.87,2345.36,1552.63,0.98,24.7,88.0,11,Commercial,92,Nighttime,Peak,Computers,501.75
1782966701,229.45,2.54,563.32,373.48,0.92,33.9,51.8,196,Residential,65,24/7,Off-Peak,Machinery,647.5
1782971861,219.31,19.87,4221.99,2803.4,0.92,30.4,50.8,519,Industrial,61,24/7,Standard,Lighting,918.5
1782977021,232.59,10.98,2428.57,1615.0,0.84,31.3,78.7,881,Industrial,1,Nighttime,Off-Peak,Lighting,860.0
1782982181,231.2,6.22,1120.13,746.01,0.92,34.4,78.2,891,Industrial,77,24/7,Peak,Computers,1021.5
1782987341,222.55,18.44,3262.06,2175.79,0.96,34.0,76.8,160,Industrial,93,Daytime,Off-Peak,HVAC,1043.0
